text,label
원클릭문의 음질끊김발생되어 장비 시설했다고함 시설한곳 바로 옆에 숙소가 있는데 숙소에서도 잘 안되어 본인이 임의적으로 장비를 숙소로 옮겨서 사용하고있다고함 현재 원래 장비 시설했던 공간에서 통화 음질끊기 발생된다고하여 다시 장비 시설요청원하는데 가능여부 확인부탁드립니다,호단절
원클릭진단실패시설공급   상세증상  현 장소로 온 이후부터 통화 중 음질 끊기고 수신이 안되고 로 접속된다함   타폰 비교    내부품질    외부품질    상담원 조치 사항    추가 연락처수신불량 문의 경우 필수탐색    기타 전달사항진단 후 해당 사항 안내 및 기재 필요,음질불량
카톡서비스 번호 삭제관련 문의 하심  방법처 문자발송함,카카오
진정성단말설정 아저몰에서 보내는 인증문자 수신되지않아 문의 번이라고함 테스트시에 정상수신으로 확인됨 어제날짜 밤 시분에 확인시 확인안됨 단말설정 확인시에도 문자확인안됨 발신처쪽으로 확인안내해당번호가 맞는지 확인안내 종료,기업형메시지(금융권인증SMS)
자택 최근들어 통화품질 불량하여 문의 차 확인 후 재연락예정,발수신불가
원클릭양호고객   오래전부터 자택에서 통화시 상대방이 고객 소리가 끊김 있다고 한다 함  중계기 무  외부개선 안내드리고 종료,호단절
 대리점문닫은이후 전화기발신시도하지않았으나 자동으로 발신시도되는증상발생  악성앱등 바이러스의심으로 제조사문의안내후종료,통품상담성
 설정고객  몇일전부터불특정문자가 수신지연되어 일괄 수신된다심  점검은 아직이고 업그레이드는 자동으로 된다심   확인   단말기데이터설정상태임초기화전원리셋초기화  이후 재사용 안내 재예정,MMS
 안전모드 되어 어플접속불가  제조사 연결후 종료,기타 Application
 문자 수신안됨 고객 말한 시간대 확인시건 발송했다고함 고객이 정사적으로 받았다는 건만 정상 수신 확인됨 이후에는 수신내역 전혀 없음 이력 확인 발송처로 재문의 안내드림 종료,MMS
스피드    음성영상 끊김없으나 상대방이 끊김이 발생  부엌으로 가면 수신불량 뜬다고함 사용자 모두 동일  실내장비가 있어서 녹색  온오프 해도 동일,호단절
야간 원클릭진단실패시설공급  상세증상   달 전부터 저녁 시 시쯤부터 약 시간정도 자택에서 데이터 속도 느림 음성 정상  타폰 확인못함  다른 동일망 불량여부    품질 및 감도내부    품질 및 감도외부    상담원 조치 사항   추가연락처   특이전달사항고객성향기타  야간 시간 데이터 속도 느림으로 야간 작업은 아닌지 문의함,속도저하
 롯데 어플 사용하는데 계정 잠금상태라고 나온다고 하심    기기나 해당 어플쪽으로 문의 안내,기타 Application
오늘 갑자기 데이터 초기접속 불가로 문의 상태에서는 정상 셀룰러 상태에서는 안됨 전산확인시 동시 떠있음 전원재부팅 안해보심 이후 동일하다면 연락주신다고함 종료,초기접속불가
 중계기  희망일시시간준수협의가능  방문전연락  추가연락처    주소     상세증상적색불여부    전원여부    품질 및 감도내부  불량  품질 및 감도외부  정상  특이전달사항고객성향기타 상 정상사용중 한달전부터 자택내 수신실패현상 중계기 전원리셋 후 동일증상    타 사용자 통화품질 양호여부   동일,발수신불가
자택 내 통화중 끊김 외부 정상 진단시 양호 외부개선건의 양해,호단절
오늘 갑자기 유심이 등록되지 않았고  및 네트워크가 원활하지 않다고 나온다함 전원리셋 후 비교권유 정상사용확인 후 종료,통품상담성
원클릭양호현장방문  상세증상  근무지 내  데이터가 잘 안되고 끊김 통화는 정상  상호명  장자택천호동  추가연락처   내부품질    외부품질   단말기 여부 및 상세내역    내방일자 및 시간  시간 이내 접수 불가하여 배정댓기  일 이내 연락드림 안내  기타 전달사항 현장점검 후  망 상태 확인을 해달라고 함 루키여부철회가능일자 ,초기접속불가
 이관  단말기화면 표시에러문구      수발신 오류시간  발신 시   이용경로   타사 자사    문의내용     번으로 문자 발송시 발송 오류 문구 뜨는것 없으나 상대에게 발송 제대로 이루어 지지 않음  상대측 수신내역 확인시 해당 번호로부터 문자 온 기록 없음   상담원 테스트 및 조치내역     초기접속 성공여부    최근  이용내역 ,MMS
원클릭  양호 시설공급  발생시기 년됨  상세증상음질이 끊김 서로 통화시 초씩 묵음   단말기 버전    설정안내여부   사용중  타 사용자 통화품질 동일여부     품질 및 감도내부  불량   품질 및 감도외부  양호   사용여부    다른추가연락처여부  상담사 조치 사항  중계기 설치 여부 평  특이전달사항고객성향기타   해당주소지 품질 및 특이사항 여부확인부탁드립니다,호단절
원클릭양호시설공급      상세증상  오래전부터 자택 통화끊김      타폰 비교    내부품질  불량   외부품질  양호   상담원 조치 사항    추가 연락처  기타 전달사항오피스텔로 특이사항 문의합니다 ,호단절
원클릭진단실패지하중계기신청  설치희망일시  일 안으로 연락드려 시설방문 날짜 조율 예정안내   추가연락처    없음   상호명  최자택창신동   제반사항  건물주동의 전기료 천공 안내   층수평수    지하층    평평 개선 수긍  불량망      내부품질   불량    외부품질   양호  루키여부철회가능일자      기타 전달사항   이사 후 자택내 통화품질 불량   중계기 무 지상양호   코로나로 설치 지연됨  양해드림,발수신불가
중계기 철거요청 고객명고객번호  필드입력  주소  필드입력 요청사항  이사로인해 중계기 철거요청,이설요청/철거요청
진정성   개월전부터 위치무관하게 음성 끊김현상  제조사 방문시 이상없다고하심   설정방법 안내드리려했으나 어렵다하시어 문자로 발송 자녀분오면 테스트 해보신다하심  추후 불편하면 다시 연락주신다하시어 종료,통품상담성
 비과금문자개요안내종료,단문메세지(SMS)
번호로 도시가스어플다운받을시 비밀번호 회틀렸는데 설정관련 문자가 왔다심 다운받으시려는 경로 여쭈니 모르겠다고하시고 제조사 상담권유드렸으나 미수긍으로 호전환 종료,기타 Application
전화 수신만 녹음되고 발신이 녹음안되는문의 전화메뉴얼안내 업데이트안내 녹음어플삭제후 진행권유,T제공 어플
연락처 종료  문의 연락처 미사용중이라면 상관 없음 안내 종료,T제공 어플
위치무관간헐적수신실패 초기화및 재설정후 전원 하여 비교사용 안내  동일증상시 기기와 유심점검안내,수신불가
중계기요청  희망일시  담당자  방문전 스케줄 확인차 연락드림 안내   추가연락처   부재시문자요망  상호명    장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항  증상 상세 기재  장비철거요청   최대한 빠른연락 부탁드립니다 루키여부철회가능일자 ,발수신불가
   문자 수신 안되어 문의   수신이력 조회   스팸 차단 이력 확인  대출 단어 삭제 후 정상 수신 확인되어 종료,단문메세지(SMS)
원클릭양호  시설공급문의    상세증상  삼성전자로 방문하셔서 기기 점검을 받았으나 이상이 없다고 안내 받았다고 하심   우선모드로 사용을 하나 데이터가 버터링이 뜨면서 데이터 초기접속이 안됨 통화도 목소리가 끊어짐   회사에서도 그렇고 집에서도 동일한 증상이나 집에서가 좀더 심하다고 하심    타  사용자 통화품질 불량여부   품질내부 불량 품질외부 불량  상담사 조치 사항   추가연락처    건수  건     양호불량 확인시 장비명  신정동  중계기 설치유무       층수평수,발수신불가
기기변경 후 대리점직원이 불친절하며 통화품질불량으로 개통철회요청 현방 필요 안내드리나 거부 담당자 확인후 연락드리려 하나 본상담사 연락거부 단순변심으로 개통철회 가능한것으로 알고있다하며 상위자통화요구,발수신불가
특정번호 쪽으로만 연락시 신호음 회후 연결 불가 특정번호에서 차단 하지 않으신걸로 확인된다 하심 특정번호 회선일경우 고객센터 상담 받아보시길 안내 특정 어플 사용 하시거나 단말기 차단일수 있는점 안내,기타 Application
중계기요청  희망일시   추가연락처   부재시문자   적색불여부    전원여부     불량망   품질 및 감도내부 불량  품질 및 감도외부 정상   특이전달사항고객성향기타 한두달 전부터층 조립실 사무실 내 전화 수신실패 콜키퍼 수신됨 확인됨호단절기기문제인줄 알고 기기 변경했으나 동일 외부정상타폰 동일중계기있음  코로나 양해 구했으나 방문 요청함,호단절
 특정번호로 전화하면  연결안되어 일반통화로 전환됩니다 라고 나오며 통화끊김  수신자측에서 확인필요함 안내   아예 연결이 안될경우 발신자표시제한으로 전화발신전화안내,호단절
우서모드로 변경요금제 무제한 다른 인터넷 정상이나 카카오톡만 발송 실패 전원 재부팅 권유 동일증상 발생시 카톡으로 문의 필요 안내,카카오
원클릭양호현장방문  상세증상   오래전부터  자택에서  통화불량 하다고함 외부정상   상호명 박자택로   추가연락처   내부품질   불량  외부품질  양호   단말기 여부 및 상세내역    내방일자 및 시간시간준수협의가능   담당자  방문전 스케줄 확인차 연락드림 안내   기타 전달사항  코로나양해드렸으나 방문요청자가격리자없음 확인  루키여부철회가능일자 ,발수신불가
카카오톡 영상통화 이용불가 관련 카톡 고객센터안내 다른 음성영상통화 정상,카카오
오늘 갑자기 발신실패 문의 수신은 정상  같은 장소 다른 사용자 정상  초기화 후 전원  정상확인후 종료,발신불가
원클릭양호현장방문  상세증상  년전부터 자택내에서 통화시 음질 늘어짐기계음원웨이콜 증상 최근 들어 점차 심해진다함  추가연락처  부재시 문자 부탁드립니다  상호명  최자택등용로  통화요청한 전화번호  고객번호  품질 및 감도내부  불량  품질 및 감도외부  양호   단말기 여부 및 상세내역   상담원 조치사항    요청대상  상담원제시   내방일자 및 시간협의가능시간준수 시간 이상 스케줄 등록 불가하여 배정대기로 접수  일 안으로 연락드려 시설방문 날짜 조율 안내 연락 드릴 예정 특이전달사항고객성향기타    전파 확인 위한 담당자 내방 안내  가능하시다면 일정보다 빠른 연락과 방문 부탁드리며 꼼꼼한 확인 요청 드립니다 코로나 양해 구했으나 방문 요청함 자가격리자 ,음질불량
원클릭문의특이사항  상세증상  두달가량 전부터  데이터 속도지연  기기초기화 진행 동일  해남읍 일대 불량 위치무관현상관련 품질영향이라 보기 어려움 안내드리나 근무지 포함 다수  사용자가 불량증상 겪고 있다고하며 품질문제가 주장   타 사용자 통화품질 양호여부  불량  품질 및 감도내부  불량  품질 및 감도외부  불량   특이전달사항고객성향기타  확인부탁드립니다,속도저하
 국민은행 출금문자 미수신 출금내역만 수신안되고 입금내역은 수신됨  조금전 출금했는데 문자 수신안됐다고함  조회시 국민은행번호로 문자수신기록 없음  고객님의 은행측 재문의안내드렸으나 은행직원과 통화요청하시며 직원 개인번호 알려줌 보안  통화예정,기업형메시지(금융권인증SMS)
통화중대기 제자 전화수신시 통화중멘트 송출되어문의 서비스상태 정상테스트 진행시 정상 확인 서비스 개요안내  통화중대기 알림음 소리가 처음에 전화들어올때만 들리고 나중엔 안들린다고함 제조사문의필요 안내,통화중대기
 어플다운받아서 보는데 어플과 연동이 안된다고 화면이 안나온다고 함  다른 인터넷은정상 해당 어플로 문의안내,기타 Application
특정번호 수신안됨   테스트시 정상수신됨  기기 제조사 문의안내  후후 등 어플이용안하고 있다고함,기타 Application
원클릭양호시설공급   상세증상  자택에서 통화시 음질끊김  안들림  호단절 안테나적게뜸  삼성전자 서비스  통화품질팀 현재 방문한상태이며 기기이상없고 신호품질점검요청하심   정도 뜬다고 함    발생시기  한달전부터   단말기버전    설정안내여부  사용중  타 사용자 통화품질 동일불량여부  동일   품질및감도내부  불량  품질및감도외부  정상  중계기 설치 여부    층평수  층  평    사용여부    상담사 조치 사항  특이전달사항고객성향기타  특이사항 및 개선방법 확인부탁드립니다,호단절
 얼마전부터 데이터접속원활하지않다고함  지상에 있는주차장 위치무관건 통화도 끊김  단말설정안내후 재통화예정,데이터 사용중 끊김
 원클릭양호 시설공급  현지역 온뒤  농막용 컨테이너 라고 하심 내부랑 산쪽외부 통화시 음질 끊김  개선방법 확인 부탁드립니다,호단절
울트라기기로 이용하면 유심기변테스트를 해도 동일하게  울트라기기에서만 동작 불량 전화 종료도 안되고  수신 도 불량하고함 제조사 확인 권유,수신불가
 스타벅스에서 이미지 전송시도하면 이미지 전송에 실패했습니다라고 뜨면서 전송실패  스타벅스 앱에서 시도 해도 그렇고 웹상에서도 동일  당사 서비스 이상무  스타벅스로 문의 필요 안내  고객 단말설정 상태는 정상,기타 Application
전화녹음안되어 문의 제조사 기증으로 이용 권유 안내후 종료,T제공 어플
중계기 요청  희망일시   담당자 방문 전 일정관련 연락예정  추가연락처  없음  부재시 해당 번호  전송 요청  상호명     장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항 증상 상세 기재 장비 철거 접수요청,이설요청/철거요청
 위치무관 통화할때 뚜뚜뚜 통화중대기처럼 된다고함  가입도 안되어있음  제조사 내방으로 안내드림,통화중대기
서부전송 문의선로 철거   고객번호이름    주소     문의 내용   도로위 하수도공사예정 선로 라인있는지확인필요하여 연락줬으며 설계단계라 관리자분통화요청   사업자별 광케이블 확인 여부   추가연락처   특이전달사항고객성향기타,이설요청/철거요청
원클릭양호현장방문  상세증상  자택 내에서 통화품질 불량으로 이전에 현방 안내받았으나 불가하였고 현재시점에 다시한번 접수요청으로 접수함  상호명  윤자택로  추가연락처  없음  연락처 기재 미연결시 부탁드립니다  내부품질  불량  외부품질  양호  단말기 여부 및 상세내역    내방일자 및 시간시간준수협의가능   수 시   담당자 방문전 연락안내  기타 전달사항 코로나양해 구하였으나 방문요청  자가격리자없음,발수신불가
전화 통화는 정상  와이파이 안되는 지역에서 데이터 접속불가 단말설정 확인  와이파이   셀룰러데이터  안내 동일 증상 네트워크 설정 재설정 안내 처리중,초기접속불가
데이터 느림 및 데이터  천이 증상 발생  말소리도 끊김     요청  모바일데이터 허용 확인   데이터 한도설정 및 경고설정     초기화 및  초기화 후      원복  데이터 삭제            수행,3G천이
지속 동일문의 주심 위치무관하게 기변후 통화 데이터 끊김  기기점검 유심 교체 다 받아보셨으나 문제 없다고하심  전화가 들어와서 받을라하면 끊기고 기록에도 안남는 경우가 있다고하시어 제조사 안내 종료,데이터 사용중 끊김
원클릭양호  시설공급문의   장비 유무    평수    상세증상  어머님 거주하시는 자택 내부에서 통신불량하여 개선요청  안테나 감도 불안정 개만 뜸  다른  동일 불량여부    품질 및 감도내부  불량   품질 및 감도외부  양호   건수 건    양호불량확인시 장비명  창원국사창원명서  특이전달사항고객성향기타 ,발수신불가
중계기요청  희망일시  일 시 방문전 담당자가 연락드려 스케줄 확인  추가연락처  없음 부재중문자요망  상호명  빌딩내발산동  장비 리셋 여부    타폰비교  동일  불량망    내부 품질  불량  외부 품질  양호  기타 전달사항 증상 상세 기재 루키여부철회가능일자   코로나 양해 구했으나 방문 요청함 지하층에서만 통화가 잘 안되어  점검,발수신불가
 인입후 탐색중 단선됨,통품상담성
미연결   천이 증상 모드 상태로 변경 안내  종료,3G천이
 연락처에서 연락처를 보내려고하는데 종료되었다고 문구팝업된다고함  연락처 현재 종료됨안내드림  제조사모드로 연락처 업데이트 권유드리고 종료,통품상담성
인증문자 수신안됨  스팸확인됨 허용번호 등록해드림,기업형메시지(금융권인증SMS)
특정인증문자 수신되지않아 문의 번호모르심 확인시 처리중으로 확인되어 전원재부팅 안내,기업형메시지(금융권인증SMS)
 국소명이나 통합시설코드      불량증상  장비 위치는 그대로 두고 옆에 중계기가 있는데  중계기 이설할려고하니 전원분가  장비와 연결되어 있다고  장비 전원부 분리해 달라고 요청하십니다  불량지역상세히  경,이설요청/철거요청
 원클릭 양호  시설공급   상세증상    예전부터 자택에서 데이터 접속이 안된다고 하심   최근 주 정도에 더 심해 졌고 낮이든 밤이든 대중없다고 하심    타폰 비교  동일  내부품질  불량  외부품질  양호   상담원 조치 사항    추가 연락처수신불량 문의 경우 필수탐색    기타 전달사항  진단시 양호함  년에 아파트에 광중계기 시설 할 예정이라고 했다고 하심,초기접속불가
 사랑의 콜센터  보이스가 활성화가 되지않는다라는 멘트 송출됨  공지 내용 안내 드리고 종료,통품상담성
문의  며칠전부터 해당 주소지 외부에서 신호가 잡히면서 데이터 접속안됨  음성정상  초기화 전원리셋 안내 품질확인부탁드리며 현장확인 가능한지 확인 부탁드립니다,초기접속불가
오래전부터 자택내 통화품질 불량  타폰 증상동일    확인되어 양해 후 종료,발수신불가
 통화는 정상  데이터만 안됨   와이파이 해제   전원 재부팅,초기접속불가
중계기철거요청  희망일시방문전에 연락드림안내  추가연락처  상호명   적색불여부    전원여부    불량망   품질 및 감도내부   품질 및 감도외부   특이전달사항고객성향기타월일 이사로 장비철거 원하십니다,이설요청/철거요청
일전에 로 유심칩을 바꿈 통화시에 위치무관 에서 로 변동되면서 통화사용불편으로 문의 핸드폰 설정 확인도움드리려 하였으나 현재 소지되고 있지않음 설정경로 인입된 번호로 문자발송드림 안내드리고 종료,3G천이
 원클릭불량현기지국   상세증상  오늘 갑자기 사무실내 통화 데이터 품질 불량    타폰 비교   없음   내부품질   불량   외부품질    양호   상담원 조치 사항    추가 연락처 없음 연락처기재    기타 전달사항  고잔승일 불량 확인되어 문의합니다,발수신불가
특정번호 수신실패   다른전화는 정상  후후어플 사용을 차단번호설정되어  해제안내종료,수신불가
중계기 철거요청 사유 예전에 층에 가게에서 잘 안되서 중계기 설치했으나 필요없어 철거요청 특이전달사항고객성향기타   방문전고객님과 시간조율위해 연락후 방문부탁드립니다 코로나 양해드렸으나 방문 괜찮다고 하시어 접수 합니다,이설요청/철거요청
오늘부터 데이터 초기접속불가 통화양호    데이터 상태임  다시 시도 권유하니 속도느림언급  속도제어된 부분으로 안내하니  신호불량언급하시어 유선측 문의필요안내 종료,초기접속불가
 아침에 전화 할 곳이 있었는데 못했다 어떻게 하면 되냐고 하시는듯 함  재발신 안내 발음 부정확,통품상담성
 원클릭 양호   특이사항   상세증상  일주일전부터 사무실에서 데이터느리다고합니다  음성정상    타폰 비교    내부품질  불량  외부품질   양호  상담원 조치 사항    추가 연락처  기타 전달사항,초기접속불가
진정성 스팸필터링 인증문자 수신 안됨 단말기 스팸으로 확인되어 해제 안내,기업형메시지(금융권인증SMS)
대리점 직원이 연락주심 개통 후 발신안되어 문의 부가서비스 발신금지 가입되어있음 해지처리 직접 하신다고 함,발신불가
원클릭양호특이사항  상세증상   오늘 사무실에서 통화시 음질 끊김 있음 외부 정상  타폰 동일  다른 동일망 불량여부    품질 및 감도내부    품질 및 감도외부    상담원 조치 사항   추가연락처   특이전달사항고객성향기타  시설 조회 장비 확인되지 않으나  라고 장비 있다고 함  갑자기 이용 불량으로 특이사항 없는지 문의함 ,호단절
 담당자 당일 시 예약되어있으나 담당자 연락도 없이 내방 안되어 불만 재인입,통품상담성
원클릭문의  특이  상세증상 주전부터 통화 시 음질 끊김 기기점검  이상없음 확인 삼성  팀에서 직접 회사로 방문하셔서 기기점검 받으셨음 결과 통신사 품질 전파 핸드오프 현상이 있다고 분석되었다고 함  단말기 버전     설정여부 사용중  타 사용자 통화품질 양호여부  는 비교대상 없음  품질 및 감도내부  불량  품질 및 감도외부  불량 중계기 설치 여부    특이전달사항고객성향기타   주변 특이사항 및 개선여부 확인 부탁드립니다 삼성팀도 다녀간 상황이라서 현장 방문 가능한지 확인 부탁드립니다,호단절
고층 이사후자택내 통화 불량 외부 개선 건의 안내 종료,발수신불가
 중계기 요청  희망일시    방문전 연락드림 안내  일 시시   추가연락처     장비 리셋 여부    타폰비교  동일  불량망    내부 품질  불량  외부 품질  양호   기타 전달사항   오래전부터 사무실에서 통화시 울림 및 끊김현상  사무실내 중계기 있으나 뒤편에 있다고 하심  변경관련도 문의 주셨습니다 참고부탁드립니다 코로나 양해드렸으나 방문하여 점검 요청하십니다,호단절
특정번호만 문자 발송시 수신안되어 문의 단말 발송 정상 해당 단말 스팸 확인하기로 함,단문메세지(SMS)
이사온이후부터 집안에서 통화사용끊김 으로요청 외부양호타폰비교불가 고층특성안내 고층으로 개선건의사항 올림 양해,호단절
연락처 종료문자 받고 단순문의,T제공 어플
 새핸드폰 받았는데 바로 쓸 수 있는 상황이 아니라고함   부서 연결해드림,통품상담성
원클릭양호현장방문  상세증상  오래전부터 자택에서 데이터 속도 끊김 및 저하  음성양호  추가연락처  부재시 문자요망   상호명  통화요청한 전화번호연락처  품질 및 감도내부불량  품질 및 감도외부 양호  단말기 여부 및 상세내역   상담원 조치사항 시설조회시장비없음  요청대상  내방일자 및 시간  고객 평일방문 불가로 주말방문요청 코로나양해 구했으나 방문 요청함  이내로 담당자 연락드림 특이전달사항고객성향기타 방문전 꼭 미리연락부탁드립니다,초기접속불가
 사용지역 전남순천 오래전부터 위치무관 데이터지연  기기점검 미진행   신호특성안내 단말재설정 초기화 진행 위치무관이동시 지속 동일증상있을경우 기기점검 권유,속도저하
 중계기 말고는 다른 방안이 없냐고 하심  현방 메모 참고하여 음영구간이라 중계기로 개선방법밖에 없다 양해후 종료,통품상담성
 아래건으로 재인입  일정 조율 관련 연락을 할 수 있도록 전달드리기로함    작업지시번호   배정대기 이관이력 확인됨,통품상담성
넘버플러스 인증때문에 이용이 안된다고 함 인증해보고 다시 어플 다시 실행해달라고 안내드림 동일증상시 전원리셋 안내드림,기타 Application
 어제 전화가 왔던건데 오늘 부재중이 뜬다고함  위치무관  해당 부분에 있어 단말에서 디스플레이를 못해줄경우 증상있을수있음안내  초기화 후 전원리셋안내  비교사용권유후 종료,발수신불가
 분류 음성데이터부가서비스  움성  발착신 분류 발신착신발착신 모두   착신  메모상세상세증상   모든 전화 수신실패    테스트시 수신정상  테스트 번호로 테스트시 연결이되지않아 멘트 나오면서 수신실패,초기접속불가
인증문자 수신실패  테스트 특이점없음  수신이력확인시 특이점없음  스팸필터링 제한 설정해제  변경이후 사용권유,기업형메시지(금융권인증SMS)
특정번호 문자수신 되다 안되다 함 통화정상 수신내역 조회시  스팸설정 통화중 설정 불가하다고 하시어 스팸필터링 설치 및 설정방법 발송안내  재통화예정,기타 Application
지난달부터 농협인증문자 못받음 그외문자 정상   단말기스팸에 문자 확인됨,기업형메시지(금융권인증SMS)
 재난문자 수신실패  특정정보 수신실패관련 기기설정 해제안내  위 가지 가 아닐 경우 위 프로세스 진행 후 상담메모 기재 후 사후적 원인 규명이 불가하므로       시스템 확인 결과 문제 없었음 안내 후 종결,단문메세지(SMS)
시간전부터 불특정사이트 데이터 접속안됨 음성통화정상 전원리셋해도 안됨 비교대상 부산 수영구 지하철 이동중 증상발생 데이터 허용여부 확인하려하나 휴대폰 하루이틀 사용하는거아니라고 확인거부  통화정상이라고했는데 갑자기 음질끊김증상나온다고함  재설정 안내후 오비하기로함,데이터 사용중 끊김
 보험사에서 보내는  주소가 발송이 안된다고 했다고 하심  문자인지 여쭈니 카카오톡이라고 하심  카카오톡은  서비스가 아님 양해   카카오톡 쪽으로 문의 권유 드리고 종료,카카오
 갑자기 데이터 사용 안됨       초기화 후 전원리셋 안내,데이터 사용중 끊김
 인증문자 수신실패 테스트시 미수신  스팸확인되어 삭제안내,기업형메시지(금융권인증SMS)
 상담사 문의건 언급,통품상담성
중계기철거 철거 사유  고객으로 철거 요청   추가 연락처 추가 연락처 기재   특이전달사항고객성향기타  고객님께 전화드려 일정 잡고 최대한 빠른 방문 부탁드립니다 부재시 꼭 문자 남기고 재연락 부탁드립니다 코로나 양해 했으나 방문해도 된다고 하십니다 ,이설요청/철거요청
원클릭양호시설공급 상세증상  오래전부터 주소지 내부에서 안테나 감도 떨어지며 잡음 및 데이터 불량으로 품질 개선 요청 층구조 건물 전체적으로 불량 개선 요청 중계기 유무  타 사용자 통화품질 양호여부 불량 품질 및 감도내부 불량 품질 및 감도외부 정상 특이전달사항고객성향기타 해당지역 품질 및 특이사항 확인해주시고 개선관련 추가 확인 부탁드리겠습니다,발수신불가
 부 요청 초기화 진행,통품상담성
통화 데이터 다른문자들은정상  인증문자가 안들어오는 문의  동의하에 확인시 정상수신 스팸함확인하여 번호 확인하고 해제 후 종료,기업형메시지(금융권인증SMS)
설정방법 문자통보  비교사용권유 내일 재연락약속,통품상담성
특정번호 하나만 전화 수신 안된다고 함  조카 전화 번호라고 하심  단말기에 차단된것은 없다고 함  전화에서 차단 목록 확인하니 그쪽에 차단되어있다고 하심  차단 해제 후 이용 안내드림  종료,T제공 어플
국민은행 인증문자   수신실패 확인시 이력없음 테스트시 정상수신됨 업체문의필요,기업형메시지(금융권인증SMS)
코로나양해 코로나 양해구하니 고객수긍  코로나 호전후 연락준다고 함 종료   증상 음질 끊김   설정여부사용중  사용자 통화품질 양호여부   동일 품질내부  불량 품질외부  양호  적색불여부  전원  노란색알람 전원리셋해보았으나 동일하게 불량함,호단절
원클릭  양호   시설공급 문의건      상세증상  사무실이전하신뒤  데이터 끊김  동일하게 불량 통화는 잘모르겠다하심  설정안내여부   사용중  타 사용자 통화품질 동일여부     품질 및 감도내부  불량   품질 및 감도외부  양호 중계기 설치 여부    특이전달사항고객성향기타   해당주소지 품질 및 특이사항 여부 개선방향 확인부탁드립니다,초기접속불가
특정번호수신안된다함 로 오는 번호 기기상스팸차단여부와스팸어플확인 동일증상시안내,기타 Application
진정성 단말설정  몇달전부터  위치무관 데이터 느림  단말설정 확인하니 모드임  우선 안내 드리고 종료,3G천이
원클릭문의특이사항  상세증상  리모델링 공사 후 지하층에서 통화불량 리모델링 공사전에는 사용 안해서 모름  중계기 유무    타 사용자 통화품질 양호여부  동일  품질 및 감도내부  불량  품질 및 감도외부  양호  특이전달사항고객성향기타  평정도 된다함,발수신불가
진정성 단말설정  신한카드 사용내역 문자 안들어옴 스팸보는 방법 모른다고하셔 가상발송,기업형메시지(금융권인증SMS)
원클릭양호현장방문  상세증상   이사후 집에서 전화 통화시 끊기고 잘안들림 상대방에서 고객님 소리가 끊켜들린다고함 통화불량내부불량   원클릭 이상없음 안내  확인부탁드립니다  상호명  박자택남동  추가연락처   품질 내부  불량   품질 외부   단말기 여부 및 상세내역    상담원 조치사항   요청대상상담원제시고객요구    내방일자 및 시간   월 일 금요일 오전 시분시  특이전달사항고객성향기타 루키고객여부철회가능일자 ,발수신불가
    동일문의 코로나 양해구했으나 불편하다고 방문요청합니다  현장방문  상세증상 집안에서 통화 끊김발생   설정여부 사용중 발생시기 층평수  타 사용자 통화품질 양호여부   품질 및 감도내부  불량  품질 및 감도외부  조금불량  사용여부   다른추가연락처여부 상담사 조치 사항 중계기 설치 여부   특이전달사항고객성향기타   중계기 시설가능한지확인부탁드립니다,호단절
개통후부터 네트워크 문제가 생겼습니다 로 문의하세요 라고 뜨면서 인터넷 접속불가     진행  데이터 상태  데이터 경고설정  진행 데이터 사용한도 설정 상태 초기화 후 전원 재부팅,초기접속불가
  번으로 문자가 들어오지 않아 문의  필터링허용번호 등록 정상 수신 테스트 완료,단문메세지(SMS)
매장 내에서 데이터 끊김 증상 우선 모드 상태   모드 변경 테스트 재연락 안내,데이터 사용중 끊김
 본 건강보험공단  인증문자 미수신  월요일에도 오늘도 미수신   김해       수신내역확인  일부 필터링 내역확인되어  고객안내드리고 보험 차단문구를 빼드림   앱설치도 권유,기업형메시지(금융권인증SMS)
원클릭양호시설공급  상세증상   달전부터 자택에서 데이터 이용중 끊김 발생됨  그전에는 문제 없었다고 함 음성 정상  모드로 사용중이라고 함  다른 동일망 불량여부    품질 및 감도내부    품질 및 감도외부    상담원 조치 사항   추가연락처   특이전달사항고객성향기타  중계기 무 ,초기접속불가
데이터 며칠전부터 회사내에서 초 계속 끊김 증상으로 불편호소 현재 폰으로 요금제 변경 불가 요금보상 불가 안내 지속  커버리지 확대 개선 건의 안내,데이터 사용중 끊김
 신호 원할하지 않는곳에 있는데 전원  상태로 멘트 송출될수 있는지 문의 하심,통품상담성
통화중대기 사용안됨   진행시 통화중멘트나옴   설정에서 통화중대기 활성화로 변경 안내 후 종료,통화중대기
 오늘 갑자기 자택에서만 인터넷 뱅킹 안됨  다른 인터넷 모름  초기화 안내  전원 재부팅 안내,통품상담성
전화 녹음 확인방법,T제공 어플
본인 휴대폰에서 발신성공했으나 상대방입장에서 수신안된다는 문의로 해당 고객에게 전화하여 상담하기로함,수신불가
 엊그제부터 카카오톡들어가서 동영상을보게되면 새로들어온동영상이 아니라 이전에봤던 동영상이 재생이된다고함  카카오톡문의안내후 종료,카카오
하기건동일  방문했던 담당자가 앱으로 접수해서 추가적인  보고하겠다고 안내받았는데  현재 어떻게 진행되고있는건지 문의  확인후 ,기타 Application
